Rank,Name,Net Worth,Real Time Wealth,Age,State,Source of Wealth,Philanthropic Score,profile,url
161,Milane Frantz,$6.20 ,$6.20 ,52,Texas,pipelines,1,"Milane Duncan Frantz's father, Dan Duncan, founded Houston-based pipeline giant Enterprise Products Partners in 1968 and took it public in 1998.
Frantz and her three siblings inherited a stake in the company after their dad died in 2010; only Randa Duncan Williams is involved in the business.
Enterprise Products Partners now owns around 50,000 miles of oil pipelines and the largest oil storage facility on the Gulf Coast.
A board member of Houston's Hermann Park Conservancy, Frantz also serves as a director of the Duncan Family Foundation.",https://www.forbes.com/profile/milane-frantz/
161,Bruce Kovner,$6.20 ,$6.20 ,76,New York,hedge funds,2,"Bruce Kovner is chairman of CAM Capital, founded in 2012, which manages his personal investment and business portfolios.
Kovner is the founder and chairman of Caxton Associates, a global macro hedge fund.
Kovner retired from the hedge fund in 2011 after running it for three decades.
Kovner obtained his B.A. degree in Government from Harvard University in 1966. He lived in Quincy House during his time there.
A longtime backer of conservative think tank American Enterprise Institute, Kovner also supports the Met Opera, Lincoln Center, and Juilliard.",https://www.forbes.com/profile/bruce-kovner/
161,Antony Ressler,$6.20 ,$6.60 ,59,California,finance,1,"Antony ""Tony"" Ressler cofounded private equity giant Apollo Global Management with brother-in-law and fellow billionaire Leon Black in 1990.
Like Black, he had previously worked at Wall Street firm Drexel Burnham Lambert, where he was known for his role in the bond department.
In 1997, he cofounded private equity firm Ares Management. He stepped down as CEO in December 2017 and became executive chairman.
Ressler owns a minority stake in the Milwaukee Brewers baseball team and is the majority owner of the NBA's Atlanta Hawks.
Ressler has donated millions to the Los Angeles County Museum of Art and Cedars-Sinai Medical Center, and sits on the boards of both.",https://www.forbes.com/profile/antony-ressler/
161,Leonard Stern,$6.20 ,$6.20 ,83,New York,real estate,1,"Leonard Stern joined his father Max's pet supply business in 1959. Seven years later he expanded into real estate, acquiring a New Jersey warehouse.
His Hartz Mountain firm owns more than 260 real estate properties, mostly in the New Jersey area.
Most of Hartz's portfolio is in warehouses, including properties in New Jersey, Atlanta, Baltimore and Charlotte, N.C.
Stern sold the pet business for $350 million in 2000. He has also ventured into publishing, energy, capital management and carpet cleaning.
Many know his name thanks to his $30 million donation 30 years ago to New York University's business school, renamed in his honor.",https://www.forbes.com/profile/leonard-stern/
161,Randa Duncan Williams,$6.20 ,$6.20 ,60,Texas,pipelines,1,"Randa Duncan Williams is non-executive chairman of Enterprise Products Partners, the pipeline giant her father Dan Duncan (d. 2010) founded in 1968.
Williams is the only one of four siblings involved in running the family business; all four inherited equal stakes in the company.
Enterprise Products owns nearly 50,000 miles of energy pipelines, natural gas processing plants and a large oil storage facility on the Gulf Coast.
Williams joined the family business in 1994 and became president and CEO of Enterprise Products in 2001.
She sits on the board of the University of Texas Health Science Center where a clinic is named after her father at the Children's Learning Institute.",https://www.forbes.com/profile/randa-duncan-williams/
168,Elizabeth Johnson,$6.10 ,$6.40 ,58,Massachusetts,money management,2,"Elizabeth Johnson is the granddaughter of Edward Johnson II, who founded Fidelity Investments in 1946.
She is the sister of current Fidelity CEO and Chairman Abigail Johnson.
In 2013, Johnson founded Louisburg Farm, a stable of show jumping horses based in Wellington, Florida.
She owns a 5.56% stake in FMR, according to company documents filed with the Utah Department of Insurance in 2000.
The Johnson family is a major donor to nonprofits in Boston and has given to Harvard, Historic New England and the Institute of Contemporary Art.",https://www.forbes.com/profile/elizabeth-johnson/
168,"Edward Roski, Jr.",$6.10 ,$6.60 ,82,California,real estate,1,"Through his Majestic Realty, Los Angeles-based developer Edward Roski Jr. owns more than 87 million square feet of industrial real estate across the country.
Majestic Realty is developing a 441-acre business park on the site of Pennsylvania's former Bethlehem Steel plant, with tenants including Crayola and Walmart.
Roski's father founded Majestic Realty in 1948.
Roski Jr. helped lead development of the Staples Center in downtown L.A., and is a minority owner of the L.A. Kings and the L.A. Lakers.
In 2016, Roski and his wife, Gayle, announced a $25 million gift to endow an eye institute at the University of Southern California, where they met as undergraduates.",https://www.forbes.com/profile/edward-roski-jr/
168,Charles Simonyi,$6.10 ,$6.60 ,73,Washington,Microsoft,2,"Early Microsoft employee Charles Simonyi is the man behind some of the company's most successful software, including Word and Excel.
The developer has a Ph.D. in computer science from Stanford, and worked on one of the first personal computers at Xerox.
He joined Microsoft, then a fledgling firm, as employee No. 40 in 1981, and spent two decades in application development.
A native of Hungary, he left Microsoft and in 2002 and founded Intentional Software, which develops platforms for productivity apps.
Microsoft acquired Intentional Software in April 2017 for an undisclosed price, bringing Simonyi back to the Redmond, Washington giant.
He supports arts and science initiatives, including a $5 million gift to the University of Washington for a computer science building in 2017.",https://www.forbes.com/profile/charles-simonyi/
168,John A. Sobrato & family,$6.10 ,$6.50 ,82,California,real estate,3,"Real estate mogul John A. Sobrato began selling homes in Palo Alto while he was still a student at Santa Clara University.
He later worked with his mother to develop industrial properties, and founded his own real estate company in 1979.
The Sobrato Organization owns over 7.5 million square feet of office space in Silicon Valley, with tenants like Netflix, plus about 6,700 apartments.
Sobrato is chairman emeritus of his Cupertino-based firm, while his son, John M. Sobrato, serves as chairman of the board.
In 2017, he pledged $100 million to Santa Clara University, his alma mater, for a new STEM education center.",https://www.forbes.com/profile/john-a-sobrato/
172,Chris Larsen,$6 ,$6 ,61,California,cryptocurrency,3,"Chris Larsen cofounded Ripple in 2012 to facilitate international payments for banks using blockchain technology.
Ripple counts American Express and Santander among its 100-plus customers.
Larsen stepped down as Ripple CEO in December 2016 but remains executive chairman.
Prior to Ripple, he cofounded online mortgage lender e-Loan in 1996 and Prosper, a peer-to-peer lender, in 2005.
In April 2019, Larsen and his foundation gave $25 million, largely in XRP, to San Francisco State University.",https://www.forbes.com/profile/chris-larsen/
172,Joe Mansueto,$6 ,$6.60 ,65,Illinois,investment research,1,"Joe Mansueto started independent investment research firm Morningstar in 1984 with $80,000 in savings.
Mansueto stepped down as CEO in 2017 after more than 30 years at the helm.
He owns just under half of the publicly traded firm, which manages or advises on more than $200 billion in assets.
In 2018, the Chicagoan paid $255 million for the iconic Wrigley Building and $106 million to buy the Belden-Stratford apartment building.
Mansueto bought a 49% stake in the Chicago Fire soccer team in 2018; he bought the rest a year later.",https://www.forbes.com/profile/joe-mansueto/
172,Isaac Perlmutter,$6 ,$5.90 ,78,Florida,Marvel comics,1,"Isaac ""Ike"" Perlmutter beat out fellow billionaire Carl Icahn for control of bankrupt comic book firm Marvel in 1998; he serves as the chairman.
He revived the company's stock by producing action-hero movies like 'Spiderman,' 'Daredevil,' 'Hulk' and 'Iron Man.'
In 2009, he sold a majority of Marvel to Disney for $4 billion in cash and stock.
Perlmutter immigrated to the U.S. from Israel with just $250 in 1967 and sold toys on the streets of Brooklyn, where he was introduced to Marvel.
He and his wife have donated over $50 million to cancer research at NYU Langone Medical Center.",https://www.forbes.com/profile/isaac-perlmutter/
172,Sam Zell,$6 ,$6 ,80,Illinois,"real estate, private equity",3,"In 1968, Sam Zell started Equity Group Investments, which today invests in industries like energy, logistics and healthcare.
The forefather of modern real estate investment trusts, Zell chairs five public companies, including one of the nation's largest residential REITs.
His $39 billion sale of office REIT Equity Office to Blackstone just before the market crashed in 2007 was among the largest real estate deals ever.
Around the same time, he led an $8.2 billion buyout of newspaper owner Tribune Company, which quickly went bankrupt.
As a college student Zell managed a 15-unit student apartment building in exchange for a free room. His enterprise was netting $150,000 by graduation.",https://www.forbes.com/profile/sam-zell/
176,John Brown,$5.90 ,$5.90 ,87,Georgia,medical equipment,2,"John Brown ran Stryker Corp., a medical device and software company, for 32 years before retiring as chairman in 2009.
Stryker's revenues climbed from $17 million to $6.7 billion under Brown's leadership. He led the IPO of Stryker in 1979.
Brown is chairman emeritus of Stryker's board and owns slightly more than 5% of the company.
Stryker Corp. was founded by orthopedic surgeon Dr. Homer Stryker from Kalamazoo, Michigan in 1941, who made devices to help with procedures.
Brown sat on the board of St. Jude Medical until it was acquired by Abbott Labs in January 2017.",https://www.forbes.com/profile/john-brown/
